,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,sw157tg5509,2 SA Stahlhelm Affidavits as shown on enclosed list,H-5127,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),13 pages,Envelopes,,,,,,,,text,box,26,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sw157tg5509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fc924vj4345,24 SD Affidavits as shown on enclosed list,H-5129,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),91 pages,Envelopes,,,,,,,,text,box,26,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fc924vj4345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"Note: Affidavit No. 20, Schellenberg, missing",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,Folders,Folders,,3,Record Group,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,item(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,mt839rq8746,,fr709ch9093,General Staff & OKW Affidavits 1-20,H-1309,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),68 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fr709ch9093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vy701qn5433,"General Staff & OKW Affidavits 21, 27, 30-40",H-1310,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),44 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vy701qn5433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,ky774pd2485,General Staff & OKW Affidavits 41-55,H-1311,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),46 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/ky774pd2485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,kw309tp3103,"General Staff & OKW Affidavits 101-103,113-120",H-1312,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),45 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/kw309tp3103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mz286rw2021,"General Staff & OKW Affidavits 121-140, 245, 254",H-1313,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),32 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mz286rw2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fr105rf2231,General Staff & OKW Affidavits 141-152,H-1314,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),25 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fr105rf2231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cm779wf8151,"General Staff & OKW Affidavits 163-177, 234",H-1315,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),43 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cm779wf8151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mk971ym1575,"General Staff & OKW Affidavits 180-203, 205",H-1316,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),59 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mk971ym1575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mk584vx7133,"General Staff & OKW Affidavits 210-230, 265a",H-1317,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),60 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mk584vx7133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fx714cd1312,"General Staff & OKW Affidavits 231-233, 235-244, 246-250",H-1318,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),34 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fx714cd1312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gn257jw1869,"General Staff & OKW Affidavits 251-252, 255-265, 267-269, 271-278",H-1319,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),56 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gn257jw1869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wn998kx5987,General Staff & OKW Affidavits 301-320,H-1320,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),41 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wn998kx5987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nz120bj6669,General Staff & OKW Affidavits 321-340,H-1321,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),32 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nz120bj6669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cq886gg1269,"General Staff & OKW Affidavits 341-352, 354-360",H-1322,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),34 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cq886gg1269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,cv604bt6047,General Staff & OKW Affidavits 361-376,H-1323,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),21 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cv604bt6047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vd406gw4445,General Staff & OKW Affidavits 501-506,H-1324,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),28 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vd406gw4445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qg491wq0588,General Staff & OKW Affidavits 507-531,H-1325,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),98 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qg491wq0588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,hr190rc7070,"General Staff & OKW Affidavits 600-618, 621-622, 624-626, 629-631",H-1326,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),49 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/hr190rc7070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sb935hv4699,General Staff & OKW Affidavits 651-666,H-1327,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),25 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sb935hv4699,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tm691cj6704,"General Staff & OKW Affidavits 701-703a, 705-721",H-1328,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),69 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tm691cj6704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fc562ht5639,General Staff & OKW Affidavits 722-752,H-1329,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),50 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fc562ht5639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,rn982gb3112,General Staff & OKW Affidavits 901-920,H-1330,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),59 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rn982gb3112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jd721rs0364,"General Staff & OKW Affidavits 921-932, 934-940",H-1331,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),51 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jd721rs0364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vj477zn2856,General Staff & OKW Affidavits 941-960,H-1332,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),39 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vj477zn2856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qk378kc4014,"General Staff & OKW Affidavits 961-970, 973-980",H-1333,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),30 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qk378kc4014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xh339wn8168,General Staff & OKW Affidavits 981-1000,H-1334,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),33 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xh339wn8168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,xf933kx3751,General Staff & OKW Affidavits 1001-1020,H-1335,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),30 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xf933kx3751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qp953md1559,General Staff & OKW Affidavits 1021-1040,H-1336,4,Item,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),32 pages,Folders,,,,,,,,text,box,12,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qp953md1559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85054365,German language,function,lcsh,85051829,French language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRELIMINARY NOTES TO AFFIDAVITS: The affidavits in this box presumably relate to the defense of the accused organizations. For classification as to which were exhibits, etc., detailed scrutiny of the affidavits together with related portions of the record will of course be required. The majority of these affidavits are signed originals.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
